"Rank","Player","Team","Position","Points","Games","Avg"
"476","Derek Watt","LAC","RB","12.7","16","0.8"
"477","Blake Bell","SF","TE","12.5","13","1.0"
"478","Jonathan Williams","BUF","RB","12.4","11","1.1"
"479","Keenan Allen","LAC","WR","12.3","1","12.3"
"480","Fitzgerald Toussaint","PIT","RB","12.1","16","0.8"
"481","Leonte Carroo","MIA","WR","11.9","14","0.9"
"482","Bryce Treggs","PHI","WR","11.7","9","1.3"
"483","Wendall Williams","HOU","WR","11.5","3","3.8"
"484","Nick Williams","ATL","WR","10.9","2","5.5"
"485","Dexter McCluster","LAC","RB","10.8","6","1.8"
"486","Nick Boyle","BAL","TE","10.4","6","1.7"
"487","Byron Marshall","PHI","RB","10.4","3","3.5"
"488","Terrell Watson","PHI","RB","10.3","1","10.3"
"488","Knile Davis","Multi","RB","10.3","11","0.9"
"490","Matt Lengel","NE","TE","10.2","6","1.7"
"491","Phillip Supernaw","TEN","TE","10.2","15","0.7"
"492","Shaun Hill","MIN","QB","10.1","3","3.4"
"493","Malcolm Brown","LAR","RB","9.5","17","0.6"
"494","Drew Stanton","ARI","QB","9.4","5","1.9"
"495","George Atkinson III","CLE","RB","9.4","16","0.6"
"495","Trevor Davis","GB","WR","9.4","11","0.9"
"495","Charlie Whitehurst","CLE","QB","9.4","1","9.4"
"498","Adrian Peterson","MIN","RB","9.0","3","3.0"
"498","Mike Glennon","TB","QB","9.0","2","4.5"
"500","Scott Tolzien","IND","QB","8.9","3","3.0"
"500","Lee Smith","LV","TE","8.9","4","2.2"
"500","Jace Amaro","TEN","TE","8.9","3","3.0"
"503","Andre Williams","LAC","RB","8.7","1","8.7"
"503","Connor Hamlett","CLE","TE","8.7","3","2.9"
"505","Juwan Thompson","DEN","RB","8.6","8","1.1"
"505","Josh Doctson","WAS","WR","8.6","2","4.3"
"507","Mike James","TB","RB","8.1","4","2.0"
"507","Ben Braunecker","CHI","TE","8.1","13","0.6"
"509","Geno Smith","NYJ","QB","7.9","2","4.0"
"509","Trevone Boykin","SEA","QB","7.9","5","1.6"
"511","Javorius Allen","BAL","RB","7.9","8","1.0"
"512","Johnny Holton","LV","WR","7.7","15","0.5"
"513","Malcolm Johnson","CLE","RB","7.6","7","1.1"
"514","Justin Perillo","GB","TE","7.5","9","0.8"
"514","Taiwan Jones","LV","RB","7.5","13","0.6"
"516","E.J. Manuel","BUF","QB","7.4","6","1.2"
"517","Luke Stocker","TB","TE","7.3","12","0.6"
"518","Quan Bray","IND","WR","7.3","6","1.2"
"519","Michael Campanaro","BAL","WR","7.2","3","2.4"
"520","D.J. Tialavea","ATL","TE","7.1","2","3.6"
"521","Ifeanyi Momah","ARI","TE","7.0","5","1.4"
"521","Tavarres King","NYG","WR","7.0","7","1.0"
"523","Bradley Marquez","LAR","WR","6.9","14","0.5"
"524","Danny Vitale","CLE","RB","6.7","9","0.7"
"525","Brandon Wilds","NYJ","RB","6.7","4","1.7"
"526","Dwayne Harris","NYG","WR","6.3","16","0.4"
"527","Daniel Lasco","NO","RB","6.3","7","0.9"
"528","Nick Vannett","SEA","TE","6.2","9","0.7"
"529","Rashad Greene","JAC","WR","6.2","8","0.8"
"530","Connor Cook","LV","QB","6.0","1","6.0"
"530","Patrick Murray","CLE","K","6.0","2","3.0"
"532","Jordan Todman","IND","RB","5.9","16","0.4"
"532","Troymaine Pope","Multi","RB","5.9","4","1.5"
"534","Brandon Williams","SEA","TE","5.6","16","0.4"
"535","Keith Smith","DAL","RB","5.5","16","0.3"
"536","Tony Romo","DAL","QB","5.2","1","5.2"
"537","Anthony Sherman","KC","RB","5.1","16","0.3"
"538","Clay Harbor","Multi","TE","4.9","15","0.3"
"539","James Develin","NE","RB","4.8","16","0.3"
"540","Mike Thomas","LAR","WR","4.7","15","0.3"
"540","Niles Paul","WAS","TE","4.7","8","0.6"
"542","Logan Paulsen","CHI","TE","4.5","16","0.3"
"542","Sean McGrath","LAC","TE","4.5","16","0.3"
"542","Ross Travis","KC","TE","4.5","6","0.8"
"545","Griff Whalen","LAC","WR","4.2","8","0.5"
"546","Alex Ellis","JAC","TE","4.1","6","0.7"
"547","Lorenzo Taliaferro","BAL","RB","4.0","3","1.3"
"548","Brandon Bolden","NE","RB","3.9","14","0.3"
"549","Isaiah Pead","MIA","RB","3.8","3","1.3"
"549","J.D. McKissic","SEA","RB","3.8","1","3.8"
"549","Cole Wick","DET","TE","3.8","6","0.6"
"552","Brenton Bersin","CAR","WR","3.7","10","0.4"
"552","Percy Harvin","BUF","WR","3.7","2","1.9"
"554","D.J. Foster","NE","RB","3.6","3","1.2"
"555","Shane Wynn","JAC","WR","3.4","5","0.7"
"556","MyCole Pruitt","Multi","TE","3.3","4","0.8"
"556","DeAndre Smelter","SF","WR","3.3","2","1.7"
"556","Je'Ron Hamm","SF","TE","3.3","5","0.7"
"556","Ryan Hewitt","CIN","RB","3.3","16","0.2"
"560","Don Jackson","GB","RB","3.2","3","1.1"
"561","Jeremy Butler","LAC","WR","3.1","4","0.8"
"562","Devin Street","IND","WR","3.0","5","0.6"
"562","Devin Smith","NYJ","WR","3.0","4","0.8"
"562","Derek Carrier","WAS","TE","3.0","8","0.4"
"565","Jalston Fowler","TEN","RB","2.7","16","0.2"
"566","Damiere Byrd","CAR","WR","2.6","1","2.6"
"567","Jay Prosch","HOU","RB","2.5","15","0.2"
"567","Laquon Treadwell","MIN","WR","2.5","9","0.3"
"567","Roosevelt Nix","PIT","RB","2.5","10","0.3"
"570","Randall Telfer","CLE","TE","2.4","14","0.2"
"570","Gerald Christian","BUF","TE","2.4","3","0.8"
"572","Henry Krieger-Coble","DEN","TE","2.3","2","1.2"
"573","Paul Lasike","CHI","RB","2.1","10","0.2"
"574","Chris Manhertz","Multi","TE","2.0","7","0.3"
"575","Tony Washington","JAC","WR","1.9","2","1.0"
"575","James O'Shaughnessy","KC","TE","1.9","16","0.1"
"577","Jared Abbrederis","GB","WR","1.8","5","0.4"
"577","Matthew Mulligan","DET","TE","1.8","8","0.2"
"577","Rashad Ross","WAS","WR","1.8","5","0.4"
"580","Matt McGloin","LV","QB","1.7","3","0.6"
"581","Cardale Jones","BUF","QB","1.7","1","1.7"
"582","Paul McRoberts","LAR","WR","1.6","2","0.8"
"583","Marc Mariani","TEN","WR","1.5","16","0.1"
"583","Zach Line","MIN","RB","1.5","15","0.1"
"583","Antonio Andrews","TEN","RB","1.5","16","0.1"
"583","Cedric Peerman","CIN","RB","1.5","6","0.3"
"583","George Farmer","SEA","RB","1.5","2","0.8"
"588","Chase Reynolds","LAR","RB","1.4","16","0.1"
"588","David Morgan II","MIN","TE","1.4","12","0.1"
"588","Rod Smith","DAL","RB","1.4","7","0.2"
"588","Joique Bell","Multi","RB","1.4","7","0.2"
"592","Jordan Payton","CLE","WR","1.3","4","0.3"
"592","Joe Webb III","CAR","QB","1.3","14","0.1"
"592","Marcus Murphy","NO","RB","1.3","3","0.4"
"595","Terrence Magee","SEA","RB","1.2","2","0.6"
"595","Stepfan Taylor","ARI","RB","1.2","15","0.1"
"597","Bronson Hill","JAC","RB","1.1","3","0.4"
"598","Tyler Ervin","HOU","RB","1.1","12","0.1"
"599","Troy Niklas","ARI","TE","1.0","3","0.3"
"600","David Fales","CHI","QB","0.9","1","0.9"
"601","Daryl Richardson","PIT","RB","0.7","3","0.2"
"601","Joe Banyard","JAC","RB","0.7","1","0.7"
"601","Stevan Ridley","ATL","RB","0.7","1","0.7"
"604","Chase Daniel","PHI","QB","0.6","1","0.6"
"604","Raheem Mostert","Multi","RB","0.6","3","0.2"
"606","Bralon Addison","CHI","RB","0.5","2","0.3"
"607","Matt Schaub","ATL","QB","0.4","4","0.1"
"608","Will Tukuafu","SEA","RB","0.2","7","0.0"
"608","Khiry Robinson","NYJ","RB","0.2","1","0.2"
"610","Geremy Davis","LAC","WR","0.0","3","0.0"
"610","Tre McBride III","TEN","WR","0.0","2","0.0"
"610","Aaron Green","LAR","RB","0.0","2","0.0"
"610","Mario Alford","CLE","WR","0.0","3","0.0"
"610","Donteea Dye","TB","WR","0.0","1","0.0"
"610","Kyle Williams","FA","WR","0.0","1","0.0"
"610","Austin Johnson","TB","RB","0.0","1","0.0"
"610","Beau Brinkley","TEN","TE","0.0","16","0.0"
"610","Rashawn Scott","MIA","WR","0.0","2","0.0"
"610","Asante Cleveland","LAC","TE","0.0","4","0.0"
"610","Daniel Braverman","CHI","WR","0.0","3","0.0"
"610","Kasen Williams","SEA","WR","0.0","1","0.0"
"610","Eric Weems","ATL","WR","0.0","16","0.0"
"610","Orson Charles","DET","TE","0.0","2","0.0"
"610","Dezmin Lewis","BUF","WR","0.0","1","0.0"
"610","Glenn Gronkowski","BUF","RB","0.0","1","0.0"
"610","Khari Lee","DET","TE","0.0","8","0.0"
"610","Tani Tupou","SEA","RB","0.0","1","0.0"
"610","Tevaun Smith","IND","WR","0.0","2","0.0"
"610","Chase Coffman","IND","TE","0.0","2","0.0"
"610","Isaiah Burse","LAC","WR","0.0","9","0.0"
"610","Ka'Raun White","FA","WR","0.0","4","0.0"
"610","Jonathan Brown","FA","K","0.0","5","0.0"
"610","Jake Lampman","NO","WR","0.0","6","0.0"
"610","Kellen Davis","NYJ","TE","0.0","8","0.0"
"610","Temarrick Hemingway","LAR","TE","0.0","8","0.0"
"610","Julian Howsare","NYJ","RB","0.0","2","0.0"
"610","AJ McCarron","CIN","QB","0.0","1","0.0"
"610","Ryan O'Malley","LV","TE","0.0","1","0.0"
"610","Hakeem Valles","ARI","TE","0.0","11","0.0"
"610","Michael Burton","DET","RB","0.0","15","0.0"
"610","Russell Hansbrough","TB","RB","0.0","2","0.0"
"610","Clark Harris","CIN","TE","0.0","13","0.0"
"610","Demarcus Robinson","KC","WR","0.0","16","0.0"
"610","Jim Dray","Multi","TE","0.0","6","0.0"
"610","Joe Kerridge","GB","RB","0.0","8","0.0"
"610","Maxx Williams","BAL","TE","0.0","4","0.0"
"610","Kyle Nelson","SF","TE","0.0","16","0.0"
"610","Vince Mayle","DAL","WR","0.0","6","0.0"
"610","Scott Simonson","CAR","TE","0.0","5","0.0"
"610","Jordan Gay","BUF","K","0.0","3","0.0"
"610","Eric Tomlinson","NYJ","TE","0.0","7","0.0"
"610","Isaac Fruechte","MIN","WR","0.0","1","0.0"
"610","Cory Harkey","LAR","TE","0.0","12","0.0"
"610","Greg Scruggs","CHI","TE","0.0","3","0.0"
"610","Thomas Duarte","MIA","TE","0.0","1","0.0"
"610","Braedon Bowman","NYJ","TE","0.0","3","0.0"
"657","Kellen Clemens","LAC","QB","-0.1","12","-0.0"
"658","Chad Henne","JAC","QB","-0.2","1","-0.2"
"659","Brandon Burks","NYJ","RB","-0.4","1","-0.4"
"660","Mark Sanchez","DAL","QB","-0.5","2","-0.3"
"661","Sean Mannion","LAR","QB","-1.3","1","-1.3"
"662","Brett Hundley","GB","QB","-1.5","4","-0.4"
"662","Matthew Slater","NE","WR","-1.5","13","-0.1"
"662","Ryan Mallett","BAL","QB","-1.5","4","-0.4"
"665","Jakeem Grant Sr.","MIA","WR","-1.9","16","-0.1"
"666","Devin Hester","BAL","WR","-2.0","12","-0.2"
"666","Keshawn Martin","SF","WR","-2.0","1","-2.0"
"666","Kalif Raymond","DEN","WR","-2.0","4","-0.5"
""
""
