"Rank","Player","Team","Position","Points","Games","Avg"
"475","Brian Quick","WAS","WR","13.6","11","1.2"
"476","Chris Thompson","HOU","WR","13.4","13","1.0"
"477","Trevor Davis","GB","WR","13.3","16","0.8"
"478","Sammie Coates","CLE","WR","13.0","12","1.1"
"478","Tyler Ervin","HOU","RB","13.0","4","3.3"
"478","Luke Stocker","Multi","TE","13.0","12","1.1"
"478","Caleb Sturgis","PHI","K","13.0","1","13.0"
"478","David Johnson","ARI","RB","13.0","1","13.0"
"483","De'Angelo Henderson Sr.","DEN","RB","12.9","5","2.6"
"484","Byron Marshall","Multi","RB","12.8","4","3.2"
"484","Jaelen Strong","Multi","WR","12.8","2","6.4"
"486","Justin Hunter","PIT","WR","12.3","7","1.8"
"487","Tanner McEvoy","SEA","WR","12.3","15","0.8"
"488","Aaron Ripkowski","GB","RB","12.2","16","0.8"
"489","Lance Dunbar","LAR","RB","12.2","4","3.1"
"490","Brittan Golden","ARI","WR","12.0","13","0.9"
"491","Zach Line","NO","RB","11.6","12","1.0"
"492","Bryce Treggs","Multi","WR","11.5","6","1.9"
"493","Trey Edmunds","NO","RB","10.8","16","0.7"
"493","Ben Koyack","JAC","TE","10.8","16","0.7"
"495","Alan Cross","TB","TE","10.8","8","1.4"
"496","Patrick Mahomes II","KC","QB","10.4","1","10.4"
"496","Nathan Peterman","BUF","QB","10.4","4","2.6"
"498","Sam Ficken","LAR","K","10.0","2","5.0"
"499","Ryan Mallett","BAL","QB","9.9","3","3.3"
"500","James Develin","NE","RB","9.8","16","0.6"
"501","Geno Smith","NYG","QB","9.7","2","4.9"
"502","Bobo Wilson","TB","WR","9.6","3","3.2"
"503","Patrick DiMarco","BUF","RB","9.6","16","0.6"
"504","Akeem Hunt","KC","RB","9.4","15","0.6"
"505","Chad Williams","ARI","WR","9.4","6","1.6"
"506","Jeremy Sprinkle","WAS","TE","9.3","11","0.9"
"506","Brian Hill","Multi","RB","9.3","7","1.3"
"508","Jacob Hollister","NE","TE","8.7","15","0.6"
"509","Ryan Switzer","DAL","WR","8.6","16","0.5"
"509","Landry Jones","PIT","QB","8.6","3","2.9"
"509","Tyler Eifert","CIN","TE","8.6","2","4.3"
"509","Sean McGrath","LAC","TE","8.6","15","0.6"
"509","Michael Roberts","DET","TE","8.6","15","0.6"
"509","Zach Zenner","DET","RB","8.6","8","1.1"
"515","Tre Madden","SEA","RB","8.5","8","1.1"
"516","Brandon Bolden","NE","RB","8.4","16","0.5"
"517","Matt Dayes","CLE","RB","8.2","16","0.5"
"518","Markus Wheaton","CHI","WR","8.1","11","0.7"
"518","Michael Clark","GB","WR","8.1","2","4.1"
"520","Derek Watt","LAC","RB","7.9","16","0.5"
"521","Will Tye","Multi","TE","7.8","3","2.6"
"522","Dwayne Washington","DET","RB","7.8","5","1.6"
"523","Nate Sudfeld","PHI","QB","7.6","1","7.6"
"523","Keith Smith","DAL","RB","7.6","16","0.5"
"525","Marcus Johnson","PHI","WR","7.5","10","0.8"
"526","Jared Abbrederis","DET","WR","7.4","7","1.1"
"527","Orson Charles","KC","TE","7.3","5","1.5"
"528","Noah Brown","DAL","WR","7.3","13","0.6"
"529","Jay Prosch","HOU","RB","7.1","16","0.4"
"530","Bobby Rainey","BAL","RB","7.0","4","1.8"
"531","Quan Bray","IND","WR","6.9","9","0.8"
"531","Blake Bell","MIN","TE","6.9","13","0.5"
"533","Marcus Murphy","Multi","RB","6.8","1","6.8"
"534","Randall Telfer","CLE","TE","6.6","16","0.4"
"535","Tanner Gentry","CHI","WR","6.5","4","1.6"
"536","Jalston Fowler","Multi","RB","6.4","10","0.6"
"537","Griff Whalen","BAL","WR","6.3","2","3.2"
"538","Vince Mayle","BAL","WR","6.2","16","0.4"
"539","Nick Williams","ATL","WR","6.0","1","6.0"
"540","Bernard Reedy","Multi","WR","5.8","11","0.5"
"541","De'Veon Smith","MIA","RB","5.7","5","1.1"
"542","Darrell Daniels","IND","TE","5.6","12","0.5"
"542","Ifeanyi Momah","ARI","TE","5.6","9","0.6"
"544","Chris Matthews","BAL","WR","5.5","6","0.9"
"545","Fitzgerald Toussaint","PIT","RB","5.4","6","0.9"
"546","JoJo Natson","NYJ","WR","5.3","7","0.8"
"547","Sean Mannion","LAR","QB","5.3","5","1.1"
"548","Emanuel Byrd","GB","TE","5.1","1","5.1"
"548","Josh Ferguson","IND","RB","5.1","10","0.5"
"550","Mack Brown","Multi","RB","5.0","4","1.3"
"551","Danny Vitale","CLE","RB","4.9","15","0.3"
"552","Joe Webb III","BUF","QB","4.8","16","0.3"
"553","Derrick Coleman","ATL","RB","4.8","16","0.3"
"554","Jamal Agnew","DET","WR","4.7","13","0.4"
"555","Antony Auclair","TB","TE","4.5","8","0.6"
"555","Geoff Swaim","DAL","TE","4.5","15","0.3"
"557","Senorise Perry","MIA","RB","4.3","16","0.3"
"558","Ryan Hewitt","CIN","RB","4.2","13","0.3"
"559","Jehu Chesson","KC","WR","3.8","12","0.3"
"560","Michael Burton","CHI","RB","3.7","16","0.2"
"560","Chris Manhertz","CAR","TE","3.7","16","0.2"
"562","Jordan Leslie","Multi","WR","3.6","2","1.8"
"563","Cole Hikutini","SF","TE","3.5","4","0.9"
"564","MarQueis Gray","MIA","TE","3.4","16","0.2"
"565","DeAndrew White","HOU","WR","3.4","2","1.7"
"566","Isaiah McKenzie","DEN","WR","3.3","11","0.3"
"566","Darius Powe","NYG","WR","3.3","1","3.3"
"568","Jeff Janis","GB","WR","3.2","16","0.2"
"569","Shelton Gibson","PHI","WR","3.1","5","0.6"
"570","Cody Kessler","CLE","QB","2.9","3","1.0"
"571","AJ McCarron","CIN","QB","2.7","3","0.9"
"571","Allen Robinson II","JAC","WR","2.7","1","2.7"
"573","Kevin White","CHI","WR","2.6","1","2.6"
"574","Andre Williams","LAC","RB","2.5","8","0.3"
"575","Matt Cassel","TEN","QB","2.4","2","1.2"
"576","Jeff Cumberland","LAC","TE","2.2","7","0.3"
"576","Arrelious Benn","JAC","WR","2.2","9","0.2"
"578","Taiwan Jones","BUF","RB","2.1","8","0.3"
"578","David Fluellen","TEN","RB","2.1","16","0.1"
"580","Harry Douglas","TEN","WR","1.8","2","0.9"
"580","Cobi Hamilton","HOU","WR","1.8","3","0.6"
"582","Eric Weems","TEN","WR","1.5","16","0.1"
"582","Larry Pinkard","JAC","WR","1.5","4","0.4"
"584","Matt Jones","IND","RB","1.4","5","0.3"
"585","Cooper Rush","DAL","QB","1.4","2","0.7"
"585","Max McCaffrey","Multi","WR","1.4","5","0.3"
"585","LeShun Daniels","Multi","RB","1.4","4","0.4"
"585","Garrett Griffin","NO","TE","1.4","3","0.5"
"589","Charone Peake","NYJ","WR","1.3","3","0.4"
"589","Joe Kerridge","GB","RB","1.3","4","0.3"
"589","Ryan Malleck","Multi","TE","1.3","2","0.7"
"589","Scott Tolzien","IND","QB","1.3","1","1.3"
"593","Devante Mays","GB","RB","1.1","8","0.1"
"593","Matt Hazel","Multi","WR","1.1","4","0.3"
"595","Raheem Mostert","SF","RB","1.0","11","0.1"
"595","Marshall Koehn","CIN","K","1.0","1","1.0"
"597","Terrell Watson","PIT","RB","0.8","10","0.1"
"598","Taylor Heinicke","Multi","QB","0.6","1","0.6"
"599","Derek Anderson","CAR","QB","0.5","3","0.2"
"600","Joe Callahan","GB","QB","0.4","1","0.4"
"601","Andre Roberts","ATL","WR","0.2","16","0.0"
"602","John Kuhn","NO","RB","0.2","2","0.1"
"603","Kalif Raymond","Multi","WR","0.1","8","0.0"
"604","Justin Davis","LAR","RB","0.1","4","0.0"
"605","Jordan Todman","HOU","RB","0.0","14","0.0"
"605","Darius Hillary","CLE","QB","0.0","1","0.0"
"605","MyCole Pruitt","Multi","TE","0.0","1","0.0"
"605","Jarveon Williams","CIN","RB","0.0","1","0.0"
"605","Gabe Holmes","Multi","TE","0.0","2","0.0"
"605","Kyle Carter","MIN","TE","0.0","3","0.0"
"605","Jeremy McNichols","SF","RB","0.0","2","0.0"
"605","Joe Banyard","BUF","RB","0.0","3","0.0"
"605","Shane Smith","NYG","RB","0.0","11","0.0"
"605","Dwayne Harris","NYG","WR","0.0","5","0.0"
"605","Sean Culkin","LAC","TE","0.0","1","0.0"
"605","Matt Lengel","CLE","TE","0.0","1","0.0"
"605","Dare Ogunbowale","Multi","RB","0.0","2","0.0"
"605","Hakeem Valles","DET","TE","0.0","1","0.0"
"605","Kyle Nelson","SF","TE","0.0","16","0.0"
"605","Stacy Coley","MIN","WR","0.0","4","0.0"
"605","David Moore","SEA","WR","0.0","1","0.0"
"605","Marquez Williams","CLE","RB","0.0","1","0.0"
"605","Ryan O'Malley","Multi","TE","0.0","1","0.0"
"605","Quincy Adeboyejo","BAL","WR","0.0","1","0.0"
"605","Lance Lenoir Jr.","DAL","WR","0.0","1","0.0"
"605","Logan Paulsen","SF","TE","0.0","14","0.0"
"605","Tyrone Swoopes","SEA","TE","0.0","1","0.0"
"605","Andy Jones","Multi","WR","0.0","3","0.0"
"605","Geremy Davis","LAC","WR","0.0","2","0.0"
"605","Marquis Bundy","NYG","WR","0.0","1","0.0"
"605","Cethan Carter","CIN","TE","0.0","16","0.0"
"605","Mose Frazier","CAR","WR","0.0","1","0.0"
"605","Robert Davis","WAS","WR","0.0","1","0.0"
"605","John Phillips","NO","TE","0.0","1","0.0"
"605","Eric Saubert","ATL","TE","0.0","14","0.0"
"605","Pharaoh Brown","LV","TE","0.0","2","0.0"
"605","James Wright","FA","WR","0.0","16","0.0"
"605","Jace Billingsley","DET","WR","0.0","2","0.0"
"605","Gavin Escobar","BAL","TE","0.0","2","0.0"
"605","Tani Tupou","ATL","RB","0.0","1","0.0"
"605","Clark Harris","CIN","TE","0.0","16","0.0"
"605","Matthew Slater","NE","WR","0.0","9","0.0"
"605","Marcus Kemp","KC","WR","0.0","1","0.0"
"605","Matt LaCosse","Multi","TE","0.0","5","0.0"
"605","Terrence Magee","Multi","RB","0.0","2","0.0"
"605","Ben Braunecker","CHI","TE","0.0","8","0.0"
"605","Ed Eagan","NYG","WR","0.0","4","0.0"
"605","C.J. Spiller","KC","RB","0.0","1","0.0"
"605","Krishawn Hogan","IND","WR","0.0","2","0.0"
"605","Khari Lee","BUF","TE","0.0","8","0.0"
"605","Johnny Mundt","LAR","TE","0.0","2","0.0"
"605","Taquan Mizzell","CHI","RB","0.0","3","0.0"
"605","Blake Jarwin","DAL","TE","0.0","1","0.0"
"605","Daniel Lasco","NO","RB","0.0","3","0.0"
"605","Brandon Banks","FA","WR","0.0","1","0.0"
"605","Elijah Hood","LV","RB","0.0","1","0.0"
"605","Henry Krieger-Coble","Multi","TE","0.0","1","0.0"
"605","Bradley Marquez","Multi","WR","0.0","1","0.0"
"605","Austin Carr","NO","WR","0.0","1","0.0"
"605","Jim Dray","ARI","TE","0.0","1","0.0"
"605","Taysom Hill","NO","TE","0.0","5","0.0"
"605","Colt McCoy","WAS","QB","0.0","1","0.0"
"605","Isaac Whitney","LV","WR","0.0","2","0.0"
"605","K.J. Brent","IND","WR","0.0","5","0.0"
"605","Beau Brinkley","TEN","TE","0.0","16","0.0"
"605","Cody Core","CIN","WR","0.0","13","0.0"
"605","Victor Bolden Jr.","SF","WR","0.0","9","0.0"
"605","Jason Vander Laan","IND","TE","0.0","4","0.0"
"605","Evan Baylis","Multi","TE","0.0","1","0.0"
"605","Justin Hardee","NO","WR","0.0","14","0.0"
"605","Rashawn Scott","MIA","WR","0.0","1","0.0"
"605","Alex Armah Jr.","CAR","RB","0.0","9","0.0"
"673","Austin Davis","SEA","QB","-0.1","3","-0.0"
"674","Darren McFadden","DAL","RB","-0.2","1","-0.2"
"674","Chase Daniel","NO","QB","-0.2","1","-0.2"
"674","Bronson Hill","Multi","RB","-0.2","2","-0.1"
"677","Chad Henne","JAC","QB","-0.5","2","-0.3"
"678","John Ross","CIN","WR","-0.8","3","-0.3"
"679","Jake Rudock","DET","QB","-1.0","3","-0.3"
"680","Kellen Clemens","LAC","QB","-1.1","8","-0.1"
"681","Tyler Bray","KC","QB","-2.0","1","-2.0"
"682","Teddy Bridgewater","MIN","QB","-2.3","1","-2.3"
""
""
